"nombres","apellidos","numero.lista","corporacion","partido","genero","nacimiento","tiempo.congreso","La.eutanasia","El.sexo.antes.del.matrimonio","El.matrimonio.homosexual","El.divorcio","El.consumo.de.marihuana","El.aborto","Estatuto.de.la.Ciudadanía.Juvenil","Justicia.Penal.Militar..Fuero.Militar","Reforma.a.la.Justicia.Ejecutivo","Implementación.del.TLC.con.Estados.Unidos..Ley.Lleras.2.0","Ley.estatutaria.de.reforma.a.la.salud"
"Maria Haydee","Barrero","66","Senador de la República","Polo Democrático Alternativo","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Zaida del Carmen","Barrero Cuervo","025","Senador de la República","Centro Democrático","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Miguel Ángel","Barreto Castillo","105","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Rebeca del Socorro","Barrientos Sossa","87","Senador de la República","Centro Democrático","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Carlos Emiro","Barriga Peñaranda","010","Senador de la República","Conservador Colombiano","M",1957,9,"","","","","","","agree","agree","agree","agree","agree"
"Ramon Jose ","Barrios Iriarte","105","Representante a la Cámara","Polo Democrático Alternativo","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Dolores María","Barrios López","103","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Rafael Arturo ","Barros Bonilla","301","Representante a la Cámara","Fundación Forfuturo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Primeria Ramio","Barros Pimienta","103","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alvaro Albino","Bastidas Moreano","16","Senador de la República","Cambio Radical","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Marco Aurelio","Basto Morales","101","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Beatriz","Bautista Diaz","113","Representante a la Cámara","Opción Ciudadana","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Juana","Bautista Manga","102","Representante a la Cámara","Opción Ciudadana","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Dairo","Bayona Ramirez","101","Representante a la Cámara","Union Patriotica - Up","M",1985,0,"","","","","","",NA,NA,NA,NA,NA
"Mery","Becerra Gomez","43","Senador de la República","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alba Cristina","Bedoya","90","Senador de la República","Opción Ciudadana","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Lina Marcela","Bedoya Blandón","102","Representante a la Cámara","Cambio Radical","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Juan Felipe ","Bedoya Lopez","69","Senador de la República","Conservador Colombiano","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jaime Enrique","Bedoya Montoya","063","Senador de la República","Liberal Colombiano","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Sor Berenice","Bedoya Perez","117","Representante a la Cámara","Alianza Social Independiente","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Martha Elena","Bedoya Rendon","104","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Fabio Humberto","Bejarano Arce","109","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Rosalia","Bejarano Bermudez","109","Representante a la Cámara","Cambio Radical","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Víctor Manuel","Bejarano Bustos","40","Senador de la República","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Delcin","Bejarano Pinilla","101","Representante a la Cámara","Cambio Radical","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Laura Andrea","Bello Porras","104","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"RICHARD","BELLO RONCANCIO","108","Representante a la Cámara","Opción Ciudadana","M",1976,0,"disagree","disagree","disagree","","disagree","disagree",NA,NA,NA,NA,NA
"Juan Guillermo ","Beltran Amortegui","102","Representante a la Cámara","Cambio Radical","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Orlando","Beltran Cuellar","104","Representante a la Cámara","Por un Huila Mejor","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Elkin Alejandro","Beltrán Jerez","103","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Gabriel Alexander","Beltrán Leguizamón","102","Representante a la Cámara","MIRA","M",1978,0,"","","","","","",NA,NA,NA,NA,NA
"Horacio Israel","Beltrán Penagos","81","Senador de la República","Cambio Radical","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Orlando","Beltran Quesada","107","Representante a la Cámara","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Walter Esteven","Benavides Cifuentes","105","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Mario Fernando","Benavides Jimenez","102","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Franklin Libardo","Benavides Revelo","103","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Diela Liliana","Benavides Solarte","105","Representante a la Cámara","Conservador Colombiano","F",1973,4,"","","","","","",NA,"agree","agree",NA,""
"Armando Alberto","Benedetti Villaneda","007","Senador de la República","Partido Social de Unidad Nacional - Partido de la U","M",1962,12,"","","","","agree","agree","agree","","","","agree"
"Ricardo","Benítez Mojica","111","Representante a la Cámara","Conservador Colombiano","M",NA,0,NA,NA,"","","","",NA,NA,NA,NA,NA
"Wilson","Benjamin Rey","52","Senador de la República","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jhicel","Benjumea Acosta","102","Representante a la Cámara","Cambio Radical","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Eduar Luis","Benjumea Moreno","102","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Anlet Jaqueline","Bent Archbold","075","Senador de la República","Liberal Colombiano","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Lindsay Carlos","Bent Llerena","102","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Hernando Mauricio ","Bermudez Bernal","45","Senador de la República","Centro Democrático","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"David Hernando ","Bermudez García","104","Representante a la Cámara","Union Patriotica - Up","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alexander Harley ","Bermudez Lasso","103","Representante a la Cámara","Alianza Social Independiente","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Catalina del Socorro","Bermudez Torres","107","Representante a la Cámara","Opción Ciudadana","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Maurín del Rosario","Bernal Cerquera","7","Senador de la República","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Daniel","Bernal Cordoba","101","Representante a la Cámara","Opción Ciudadana","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Marlen","Bernal Escobar","105","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"José","Bernal García","44","Senador de la República","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Oswaldo","Bernal Gonzalez","103","Representante a la Cámara","Opción Ciudadana","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alexander","Bernal Hernandez","102","Representante a la Cámara","Por un Huila Mejor","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alvaro","Bernal Parra","105","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Marta Patricia","Bernal Suarez","113","Representante a la Cámara","Alianza Social Independiente","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Luis","Bernardo Hoyos","106","Representante a la Cámara","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Francisco Antonio ","Bernier Quintero","401","Representante a la Cámara","Alianza Social Independiente","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Catalina","Berrío Palomino","106","Representante a la Cámara","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ferney Adel","Bertel Rojas","103","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Musa Abraham","Besayle Fayad","008","Senador de la República","Partido Social de Unidad Nacional - Partido de la U","M",1971,12,"","","","","","","","","agree","",""
"Gilberto Bayardo ","Betancourt Pérez","101","Representante a la Cámara","Opción Ciudadana","M",1972,4,NA,"","","","","",NA,"agree","agree",NA,""
"Juan Felipe","Betancur Corrales","110","Representante a la Cámara","MIRA","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Edith del Socorro","Betancur Ramirez","104","Representante a la Cámara","Opción Ciudadana","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Natalia","Betancur Vanegas","101","Representante a la Cámara","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Germán Alcides","Blanco Álvarez","101","Representante a la Cámara","Conservador Colombiano","M",1968,4,"","","","","","",NA,"","agree",NA,""
"Dario","Blandon Caicedo","33","Senador de la República","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Nadya Georgette","Blel Scaff","21","Senador de la República","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alfredo","Bocanegra Varón","102","Representante a la Cámara","Conservador Colombiano","M",1964,4,"","","","","","",NA,"","",NA,""
"Ana Carlina","Bohorquez","106","Representante a la Cámara","Union Patriotica - Up","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Edwin Crisanto","Bohórquez Mora","103","Representante a la Cámara","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Gloria Amparo","Bolaños Basante","102","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Julia Margoth","Bolaños Morillo","103","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Luis Ever ","Bolaños Timana","103","Representante a la Cámara","Union Patriotica - Up","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Liliana Maria","Bolivar Cano","112","Representante a la Cámara","Union Patriotica - Up","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Angie Natalia","Bolivar Correa","35","Senador de la República","Cambio Radical","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jeanne Carolina","Bonilla Dornaletche","115","Representante a la Cámara","Liberal Colombiano","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Raquel María","Bonilla Iguarán","101","Representante a la Cámara","Polo Democrático Alternativo","F",1983,0,"","","","","","",NA,NA,NA,NA,NA
"Carmen Sofia ","Bonilla Martinez","105","Representante a la Cámara","Liberal Colombiano","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Carlos Julio","Bonilla Soto","103","Representante a la Cámara","Liberal Colombiano","M",1963,4,NA,"","","","","",NA,"agree","agree",NA,""
"José Gregorio","Botello Ortega","104","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Everst Juvenal ","Botello Ramos","105","Representante a la Cámara","Cambio Radical","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Yimer Eduardo","Botero Bedoya","101","Representante a la Cámara","MIRA","",2014,0,"disagree","disagree","disagree","","disagree","disagree",NA,NA,NA,NA,NA
"Monica Patricia ","Botero Montoya","104","Representante a la Cámara","Liberal Colombiano","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Martha Eugenia ","Botero Terreros","37","Senador de la República","Alianza Verde","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Erika Patricia","Botero Vargas","102","Representante a la Cámara","Alianza Social Independiente","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Eduin Roberto ","Bracamonte Sierra","104","Representante a la Cámara","MIRA","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Guillermina","Bravo Montaño","101","Representante a la Cámara","MIRA","F",NA,0,"disagree","","disagree","disagree","disagree","disagree",NA,NA,NA,NA,NA
"Óscar Fernando","Bravo Realpe","101","Representante a la Cámara","Conservador Colombiano","M",1952,12,"","","","","","",NA,"agree","agree",NA,"agree"
"Elvia Alejandrina","Bravo Rosas","102","Representante a la Cámara","Union Patriotica - Up","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Luis Carlos","Bray Tovar","106","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Roberto","Briceño Chirivi","55","Senador de la República","Opción Ciudadana","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Guillermo Enrique","Brito Garrido","101","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Stephanie","Bruges Martelo","103","Representante a la Cámara","Opción Ciudadana","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Orlando Enrique","Buelvas Romero","106","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jaime","Buenahora Febres","101","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","M",1952,4,NA,"","","",NA,"",NA,"","",NA,""
"Yahel Bibiana ","Bueno Pineda","76","Senador de la República","Centro Democrático","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"María Magdalena","Builes Giraldo","101","Representante a la Cámara","Liberal Colombiano","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Diego","Buitrago Ramírez","105","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Rosa Marlene ","Burbano Ramirez","42","Senador de la República","Conservador Colombiano","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Gerardo Edmundo ","Burbano Sanson","105","Representante a la Cámara","Union Patriotica - Up","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Carlos Alberto","Burgos Caicedo","106","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Luis Alfonso","Burgos Cárdenas","105","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ardasir","Burgos Cuevas","102","Representante a la Cámara","Cambio Radical","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Gabriel","Burgos Mantilla","27","Senador de la República","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Didier","Burgos Ramirez","103","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","M",1962,4,"","","","","","",NA,"","agree",NA,""
"Juan Guillermo","Burgos Ramírez","111","Representante a la Cámara","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Idalia Del Carmen","Bustamante Acosta","104","Representante a la Cámara","Cambio Radical","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Rafael Adolfo","Bustamante Araujo","403","Representante a la Cámara","Polo Democrático Alternativo","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Everth","Bustamante García","12","Senador de la República","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Maria del Socorro","Bustamante Ibarra","301","Representante a la Cámara","Fundación Ébano de Colombia Funeco","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Johnny","Bustamante Luna","102","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Andrés","Caballero Vides","101","Representante a la Cámara","MIRA","M",1965,0,"disagree","disagree","disagree","disagree","agree","disagree",NA,NA,NA,NA,NA
"Carmen Cecilia ","Caballero Villa","403","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"María Fernanda","Cabal Molina","101","Representante a la Cámara","Centro Democrático","",NA,0,"disagree","disagree","disagree","disagree","disagree","disagree",NA,NA,NA,NA,NA
"Tatiana","Cabello Flores","103","Representante a la Cámara","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Daniel Alberto ","Cabrales Castillo","11","Senador de la República","Centro Democrático","M",1977,0,"","","","","","",NA,NA,NA,NA,NA
"Aly Renata","Cabrales Cueto","105","Representante a la Cámara","Union Patriotica - Up","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ángel Custodio ","Cabrera Baez","024","Senador de la República","Partido Social de Unidad Nacional - Partido de la U","M",1956,8,"","","","","","agree",NA,"agree","",NA,"agree"
"Cristina del Rosario","Cabrera Mendez","076","Senador de la República","Liberal Colombiano","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Manuel","Cabrera Oliveira","102","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Casimiro","Cabrera Rodriguez","203","Senador de la República","Multietnia Colombia","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Gustavo Adolfo","Cabrera Silva","102","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","M",NA,0,NA,NA,"","","","",NA,NA,NA,NA,NA
"Luz Estela","Cáceres Morales","18","Senador de la República","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"María Fanny del Socorro","Cadavid Arango","111","Representante a la Cámara","Centro Democrático","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jose Luis","Cadena Montenegro","76","Senador de la República","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Yolima","Cadena Vanegas","102","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Emperatriz","Cahuache Casado","039","Senador de la República","Polo Democrático Alternativo","F",NA,0,NA,NA,"disagree","disagree","disagree","disagree",NA,NA,NA,NA,NA
"Carlos Hector ","Caicedo Balanta","302","Representante a la Cámara","Movimiento de Inclusión y Oportunidades - MIO","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Martin Alonso ","Caicedo Carabali","302","Representante a la Cámara","Fundación Esperanza Afro Esafro","",NA,0,"","","","","","",NA,NA,NA,NA,NA
