"número","departamento","corporación","partido","nombre"
"44","cundinamarca","senado","uribe centro democratico","alvaro  diaz garavito"
"45","cundinamarca","senado","uribe centro democratico","hernando mauricio bermudez bernal"
"46","cundinamarca","senado","uribe centro democratico","maria claudia daza castro"
"47","cundinamarca","senado","uribe centro democratico","diego jose tobon echeverri"
"48","cundinamarca","senado","uribe centro democratico","ana julieta ruiz giraldo"
"51","cundinamarca","senado","uribe centro democratico","diana margarita gutierrez de piñeres botero"
"52","cundinamarca","senado","uribe centro democratico","wilson benjamin rey arias"
"53","cundinamarca","senado","uribe centro democratico","maria gisela manrique de borrero"
"54","cundinamarca","senado","uribe centro democratico","ramon elias lopez sabogal"
"56","cundinamarca","senado","uribe centro democratico","olga lucia velez de alvarez"
"57","cundinamarca","senado","uribe centro democratico","josue  pelaez guevara"
"58","cundinamarca","senado","uribe centro democratico","margarita  restrepo londoño"
"59","cundinamarca","senado","uribe centro democratico","alvaro orlando grijalba gomez"
"60","cundinamarca","senado","uribe centro democratico","maria margarita diaz restrepo"
"63","cundinamarca","senado","uribe centro democratico","jose david guzman mendoza"
"64","cundinamarca","senado","uribe centro democratico","juan david velez trujillo"
"65","cundinamarca","senado","uribe centro democratico","alvaro  vallejo mazuera"
"66","cundinamarca","senado","uribe centro democratico","hernando alfonso aguilera blanco"
"68","cundinamarca","senado","uribe centro democratico","adolfo lisandro vega vaca"
"69","cundinamarca","senado","uribe centro democratico","hernan de jesus de la ossa suarez"
"72","cundinamarca","senado","uribe centro democratico","fernando  alameda alvarado"
"73","cundinamarca","senado","uribe centro democratico","milton  restrepo ruiz"
"74","cundinamarca","senado","uribe centro democratico","camilo  saenz kopp"
"75","cundinamarca","senado","uribe centro democratico","luis guillermo jaramillo mejia"
"76","cundinamarca","senado","uribe centro democratico","yahel bibiana bueno pineda"
"77","cundinamarca","senado","uribe centro democratico","orlando alfonso guete diaz"
"78","cundinamarca","senado","uribe centro democratico","edgardo rafael martinez pareja"
"79","cundinamarca","senado","uribe centro democratico","ruby helena chagui spath"
"80","cundinamarca","senado","uribe centro democratico","nicolas elias abuchaibe slebi"
"81","cundinamarca","senado","uribe centro democratico","maria elena velez gomez"
"82","cundinamarca","senado","uribe centro democratico","judy cecilia matera lajud"
"85","cundinamarca","senado","uribe centro democratico","roberto  gedeon ghisays"
"87","cundinamarca","senado","uribe centro democratico","rebeca del socorro barrientos sossa"
"90","cundinamarca","senado","uribe centro democratico","maria paula hernandez carrascal"
"91","cundinamarca","senado","uribe centro democratico","gustavo  piraban cuesto"
"93","cundinamarca","senado","uribe centro democratico","javier orlando villamil rodriguez"
"95","cundinamarca","senado","uribe centro democratico","marian  janna david"
"96","cundinamarca","senado","uribe centro democratico","carolina  escamilla pacheco"
"97","cundinamarca","senado","uribe centro democratico","benilda  zamora pedreros"
"98","cundinamarca","senado","uribe centro democratico","ricardo  velez pareja"
"99","cundinamarca","senado","uribe centro democratico","cesar mauricio velasquez ossa"
"100","cundinamarca","senado","uribe centro democratico","alejandro  arbelaez arango"
"1","cundinamarca","senado","movimiento mira","gloria stella diaz ortiz"
"2","cundinamarca","senado","movimiento mira","manuel antonio virguez piraquive"
"3","cundinamarca","senado","movimiento mira","carlos alberto baena lopez"
"4","cundinamarca","senado","movimiento mira","marisol  moreno romero"
"5","cundinamarca","senado","movimiento mira","heyder orlando gomez diaz"
"6","cundinamarca","senado","movimiento mira","jacqueline  toloza castaño"
"7","cundinamarca","senado","movimiento mira","maurin del rosario bernal cerquera"
"8","cundinamarca","senado","movimiento mira","luis ernesto olave valencia"
"9","cundinamarca","senado","movimiento mira","andres felipe ocampo villegas"
"10","cundinamarca","senado","movimiento mira","sebastian  martinez ladino"
"11","cundinamarca","senado","movimiento mira","janner eriberto aleman severiche"
"12","cundinamarca","senado","movimiento mira","teresa  ortiz navia"
"13","cundinamarca","senado","movimiento mira","lacides  mazuera sanchez"
"14","cundinamarca","senado","movimiento mira","ruby  tabares calero"
"15","cundinamarca","senado","movimiento mira","maria felisa paspur posso"
"16","cundinamarca","senado","movimiento mira","maximiliano  tovar devia"
"17","cundinamarca","senado","movimiento mira","rosa asuncion pino caicedo"
"18","cundinamarca","senado","movimiento mira","mauricio  pulgarin arias"
"19","cundinamarca","senado","movimiento mira","monica  marin peñuela"
"20","cundinamarca","senado","movimiento mira","jaksson  asprilla ramos"
"21","cundinamarca","senado","movimiento mira","gilberto  echeverria suarez"
"22","cundinamarca","senado","movimiento mira","claudia liliana medina martinez"
"23","cundinamarca","senado","movimiento mira","claudia alexandra saavedra becerra"
"24","cundinamarca","senado","movimiento mira","fabio antonio villa villa"
"25","cundinamarca","senado","movimiento mira","luzvy celena calderon calderon"
"26","cundinamarca","senado","movimiento mira","enalba isabel lobo de hoyos"
"27","cundinamarca","senado","movimiento mira","armando  sarmiento moreno"
"28","cundinamarca","senado","movimiento mira","maria elena de jesus solano"
"29","cundinamarca","senado","movimiento mira","pedro eliseo villalba vargas"
"30","cundinamarca","senado","movimiento mira","belisaria  mosquera tello"
"31","cundinamarca","senado","movimiento mira","rosendo gabriel gomez martinez"
"32","cundinamarca","senado","movimiento mira","eva yolanda casas piraquive"
"33","cundinamarca","senado","movimiento mira","diego andres urueña reina"
"34","cundinamarca","senado","movimiento mira","margery  florez valencia"
"35","cundinamarca","senado","movimiento mira","zoila rosa angulo rodelo"
"36","cundinamarca","senado","movimiento mira","pedro andres castillo cadavid"
"37","cundinamarca","senado","movimiento mira","florinda  gonzalez triana"
"38","cundinamarca","senado","movimiento mira","alan guillermo micolta gacharna"
"39","cundinamarca","senado","movimiento mira","yandira alexandra farah botero"
"40","cundinamarca","senado","movimiento mira","diego fernando triana calderon"
"41","cundinamarca","senado","movimiento mira","lisbeth  cedeño delgado"
"42","cundinamarca","senado","movimiento mira","norberto  rodriguez hernandez"
"43","cundinamarca","senado","movimiento mira","ana silvia jara cabuya"
"44","cundinamarca","senado","movimiento mira","edwin alfonso hinojosa ruiz"
"45","cundinamarca","senado","movimiento mira","andrea liliana madrid davila"
"46","cundinamarca","senado","movimiento mira","nelys maria gallego quiroga"
"47","cundinamarca","senado","movimiento mira","gladys  jimenez celys"
"48","cundinamarca","senado","movimiento mira","diego armando charry nieto"
"49","cundinamarca","senado","movimiento mira","maria jose herrera sierra"
"50","cundinamarca","senado","movimiento mira","jose eliberto muñoz moreno"
"51","cundinamarca","senado","movimiento mira","jimmy javier montenegro meneses"
"52","cundinamarca","senado","movimiento mira","emilio  gonzalez gonzalez"
"53","cundinamarca","senado","movimiento mira","german eliecer garnica vega"
"54","cundinamarca","senado","movimiento mira","alvaro  acosta camacho"
"55","cundinamarca","senado","movimiento mira","luis eustorgio pinto arenas"
"56","cundinamarca","senado","movimiento mira","jhon wilton sierra ruiz"
"57","cundinamarca","senado","movimiento mira","mario fernando combita briñez"
"58","cundinamarca","senado","movimiento mira","luis eduardo gonzalez ricardo"
"59","cundinamarca","senado","movimiento mira","dagoberto  negrete montiel"
"60","cundinamarca","senado","movimiento mira","neifer xavier matute navarro"
"61","cundinamarca","senado","movimiento mira","luis carlos jaramillo gomez"
"62","cundinamarca","senado","movimiento mira","manuel enrique salgado diaz"
"63","cundinamarca","senado","movimiento mira","laureano  saavedra castaño"
"64","cundinamarca","senado","movimiento mira","jairo alfonso molina arevalo"
"65","cundinamarca","senado","movimiento mira","carlos raul robayo gutierrez"
"67","cundinamarca","senado","movimiento mira","carmenza  quiros garcia"
"68","cundinamarca","senado","movimiento mira","luz dory herrera machado"
"69","cundinamarca","senado","movimiento mira","jaime leon ortiz torres"
"70","cundinamarca","senado","movimiento mira","luis guillermo calle alvarez"
"71","cundinamarca","senado","movimiento mira","cesar augusto villegas ramirez"
"1","cundinamarca","senado","partido conservador colombiano","roberto victor gerlein echeverria"
"2","cundinamarca","senado","partido conservador colombiano","jorge hernando pedraza gutierrez"
"3","cundinamarca","senado","partido conservador colombiano","efrain jose cepeda sarabia"
"4","cundinamarca","senado","partido conservador colombiano","jose dario salazar cruz"
"5","cundinamarca","senado","partido conservador colombiano","luis emilio sierra grajales"
"6","cundinamarca","senado","partido conservador colombiano","fernando eustacio tamayo tamayo"
"7","cundinamarca","senado","partido conservador colombiano","nora maria garcia burgos"
"8","cundinamarca","senado","partido conservador colombiano","olga lucia suarez mira"
"9","cundinamarca","senado","partido conservador colombiano","hernan francisco andrade serrano"
"10","cundinamarca","senado","partido conservador colombiano","carlos emiro barriga peñaranda"
"11","cundinamarca","senado","partido conservador colombiano","juan manuel corzo roman"
"12","cundinamarca","senado","partido conservador colombiano","myriam alicia paredes aguirre"
"13","cundinamarca","senado","partido conservador colombiano","javier mauricio delgado martinez"
"14","cundinamarca","senado","partido conservador colombiano","juan diego gomez jimenez"
"15","cundinamarca","senado","partido conservador colombiano","juan de jesus cordoba suarez"
"16","cundinamarca","senado","partido conservador colombiano","angelmiro  alvarado mendieta"
"17","cundinamarca","senado","partido conservador colombiano","nidia marcela osorio salgado"
"18","cundinamarca","senado","partido conservador colombiano","luz estela caceres morales"
"19","cundinamarca","senado","partido conservador colombiano","raul alfonso cardozo ordoñez"
"20","cundinamarca","senado","partido conservador colombiano","jose ivan clavijo contreras"
"21","cundinamarca","senado","partido conservador colombiano","nadya georgette blel scaff"
"22","cundinamarca","senado","partido conservador colombiano","carlos eduardo enriquez maya"
"23","cundinamarca","senado","partido conservador colombiano","yakeline  galvan lobo"
