"MUN","DEP","CL","OIZ","MLR","JMS","EP","BLANCOS","SIN.MARCA","NULOS","POTENCIAL","TOTAL","DANE","GANADOR","VOTOS","BLANCOS.POR.CIENTO","ABTENCION"
"SUESCA","Cundinamarca",920,556,2161,751,266,282,5,213,9435,5154,"25772","MLR",5154,5.47147846332945,45.3736089030207
"SUPATA","Cundinamarca",125,873,384,205,49,59,5,35,4176,1735,"25777","OIZ",1735,3.40057636887608,58.4530651340996
"SUSA","Cundinamarca",168,373,1241,225,70,75,11,46,5052,2209,"25779","MLR",2209,3.39520144861928,56.2747426761679
"SUTATAUSA","Cundinamarca",210,541,794,155,93,109,10,78,3679,1990,"25781","MLR",1990,5.47738693467337,45.9092144604512
"TABIO","Cundinamarca",1306,1867,2169,1095,731,567,9,208,13814,7952,"25785","MLR",7952,7.13028169014085,42.4352106558564
"TAUSA","Cundinamarca",179,785,1475,162,68,105,8,87,5527,2869,"25793","MLR",2869,3.6598117811084,48.0911887099692
"TENA","Cundinamarca",231,961,354,736,112,79,6,30,6050,2509,"25797","OIZ",2509,3.14866480669589,58.5289256198347
"TENJO","Cundinamarca",1008,2066,1756,1202,766,578,10,230,13067,7616,"25799","OIZ",7616,7.58928571428571,41.7157725568225
"TIBACUY","Cundinamarca",163,751,137,401,33,29,11,23,3638,1548,"25805","OIZ",1548,1.8733850129199,57.4491478834524
"TIBIRITA","Cundinamarca",67,320,230,249,51,74,14,24,3033,1029,"25807","OIZ",1029,7.19144800777454,66.0731948565776
"TOCAIMA","Cundinamarca",384,2092,516,1774,145,207,17,114,12777,5249,"25815","OIZ",5249,3.94360830634407,58.9183689441966
"TOCANCIPA","Cundinamarca",1797,2898,5132,1656,765,749,32,473,21852,13502,"25817","MLR",13502,5.54732632202637,38.2116053450485
"TOPAIPI","Cundinamarca",44,749,96,665,8,31,9,21,4084,1623,"25823","OIZ",1623,1.91004313000616,60.2595494613124
"UBALA","Cundinamarca",219,979,629,686,32,52,14,60,8421,2671,"25839","OIZ",2671,1.94683639086484,68.2816767604798
"UBAQUE","Cundinamarca",311,1139,457,381,71,118,8,92,5478,2577,"25841","OIZ",2577,4.57896779200621,52.9572836801752
"UBATE","Cundinamarca",1469,2308,6385,975,779,1149,34,365,28883,13464,"25843","MLR",13464,8.53386809269162,53.3843437316068
"UNE","Cundinamarca",302,1450,267,459,110,143,13,83,6049,2827,"25845","OIZ",2827,5.05836575875486,53.2650024797487
"UTICA","Cundinamarca",52,1271,175,389,26,32,9,23,4587,1977,"25851","OIZ",1977,1.61861406170966,56.8999345977763
"VENECIA","Cundinamarca",161,508,133,272,25,63,7,24,3438,1193,"25506","OIZ",1193,5.28080469404862,65.2995927865038
"VERGARA","Cundinamarca",87,1502,233,478,50,65,30,51,7002,2496,"25862","OIZ",2496,2.60416666666667,64.3530419880034
"VIANI","Cundinamarca",110,787,151,400,31,57,8,23,3810,1567,"25867","OIZ",1567,3.63752393107849,58.8713910761155
"VILLAGOMEZ","Cundinamarca",49,255,131,277,15,16,5,10,1895,758,"25871","JMS",758,2.11081794195251,60
"VILLAPINZON","Cundinamarca",696,2279,2564,439,311,363,17,158,12299,6827,"25873","MLR",6827,5.31712318734437,44.4914220668347
"VILLETA","Cundinamarca",606,5145,1286,1606,350,450,28,207,21096,9678,"25875","OIZ",9678,4.649721016739,54.1240045506257
"VIOTA","Cundinamarca",456,2154,242,1038,83,77,23,54,9915,4127,"25878","OIZ",4127,1.86576205476133,58.3761976802824
"YACOPI","Cundinamarca",95,1879,112,1005,60,90,34,77,11480,3352,"25885","OIZ",3352,2.68496420047733,70.801393728223
"ZIPACON","Cundinamarca",181,703,462,542,84,94,5,60,3821,2131,"25898","OIZ",2131,4.41107461285781,44.2292593561895
"ZIPAQUIRA","Cundinamarca",9116,6351,11363,6214,4513,3260,47,1409,76180,42273,"25899","MLR",42273,7.71177820358148,44.5090574954056
"BARRANCO MINAS","Guainía",49,51,32,204,26,12,4,6,1899,384,"94343","JMS",384,3.125,79.7788309636651
"CACAHUAL","Guainía",0,2,1,15,1,1,0,0,305,20,"94886","JMS",20,5,93.4426229508197
"INIRIDA","Guainía",392,1755,571,2269,258,148,19,60,16907,5472,"94001","JMS",5472,2.7046783625731,67.6347075175963
"LA GUADALUPE","Guainía",1,12,0,11,8,0,0,0,133,32,"94885","OIZ",32,0,75.9398496240601
"MAPIRIPANA","Guainía",26,11,4,41,3,4,1,0,583,90,"94663","JMS",90,4.44444444444444,84.5626072041166
"MORICHAL (MORICHAL NUEVO)","Guainía",0,1,1,23,0,0,0,0,159,25,"94888","JMS",25,0,84.2767295597484
"PANA PANA (CAMPO ALEGRE)","Guainía",0,10,9,117,8,0,0,1,288,145,"94887","JMS",145,0,49.6527777777778
"PUERTO COLOMBIA","Guainía",5,16,5,86,1,4,0,0,981,117,"94884","JMS",117,3.41880341880342,88.0733944954128
"SAN FELIPE","Guainía",2,53,12,62,1,4,0,2,678,136,"94883","JMS",136,2.94117647058824,79.9410029498525
"CALAMAR","Guaviare",116,232,117,1016,31,74,12,20,4913,1618,"95015","JMS",1618,4.57354758961681,67.0669651943822
"EL RETORNO","Guaviare",82,1162,223,1770,49,124,6,45,9125,3461,"95025","JMS",3461,3.58277954348454,62.0712328767123
"MIRAFLORES","Guaviare",41,65,76,584,16,40,6,15,4165,843,"95200","JMS",843,4.74495848161329,79.7599039615846
"SAN JOSE DEL GUAVIARE","Guaviare",726,5167,1473,3236,681,681,147,288,34915,12399,"95001","OIZ",12399,5.49237841761432,64.4880423886582
"ACEVEDO","Huila",526,7277,530,280,108,103,36,98,17268,8958,"41006","OIZ",8958,1.14981022549676,48.1236970118138
"AGRADO","Huila",224,905,815,466,69,123,15,66,6159,2683,"41013","OIZ",2683,4.5844204248975,56.4377333982789
"AIPE","Huila",682,1983,548,981,303,202,26,83,14586,4808,"41016","OIZ",4808,4.20133111480865,67.0368846839435
"ALGECIRAS","Huila",535,1929,277,1284,181,151,33,108,13530,4498,"41020","OIZ",4498,3.35704757670076,66.7553584626755
"ALTAMIRA","Huila",152,441,185,166,30,54,4,27,2840,1059,"41026","OIZ",1059,5.09915014164306,62.7112676056338
"BARAYA","Huila",327,768,153,340,75,58,11,54,5895,1786,"41078","OIZ",1786,3.2474804031355,69.7031382527566
"CAMPOALEGRE","Huila",1340,3349,895,1622,511,436,33,413,23580,8599,"41132","OIZ",8599,5.07035701825794,63.5326547921968
"COLOMBIA","Huila",215,1382,251,394,70,61,14,26,6505,2413,"41206","OIZ",2413,2.52797347699959,62.9054573405073
"ELIAS","Huila",95,838,215,88,55,21,12,15,2833,1339,"41244","OIZ",1339,1.56833457804332,52.7356159548182
"GARZON","Huila",2877,8486,3745,1446,1257,1108,76,488,49043,19483,"41298","OIZ",19483,5.68700918749679,60.2736374202231
"GIGANTE","Huila",1037,3661,852,676,268,341,32,211,17892,7078,"41306","OIZ",7078,4.81774512574173,60.4404202995752
"GUADALUPE","Huila",476,2956,773,271,261,105,17,89,11555,4948,"41319","OIZ",4948,2.12206952303961,57.1787105149286
"HOBO","Huila",249,984,267,227,84,106,11,44,5315,1972,"41349","OIZ",1972,5.37525354969574,62.8974600188147
"IQUIRA","Huila",572,1117,504,356,158,107,19,56,6523,2889,"41357","OIZ",2889,3.7037037037037,55.7105626245593
"ISNOS","Huila",1313,4684,1130,693,321,226,38,144,17129,8549,"41359","OIZ",8549,2.64358404491753,50.0904898125985
"LA ARGENTINA (PLATA VIEJA)","Huila",1162,1404,643,198,144,67,14,56,9408,3688,"41378","OIZ",3688,1.81670281995662,60.7993197278912
"LA PLATA","Huila",2230,7752,2315,1264,567,444,71,368,38306,15011,"41396","OIZ",15011,2.95783092398907,60.812927478724
"NATAGA","Huila",181,1058,274,169,71,62,19,43,4158,1877,"41483","OIZ",1877,3.30314331379862,54.8581048581049
"NEIVA","Huila",23483,29909,14449,14631,10233,4616,555,2054,238445,99930,"41001","OIZ",99930,4.6192334634244,58.0909643733356
"OPORAPA","Huila",231,3166,313,113,62,43,7,45,6993,3980,"41503","OIZ",3980,1.08040201005025,43.0859430859431
"PAICOL","Huila",104,1065,535,106,73,43,5,27,4513,1958,"41518","OIZ",1958,2.19611848825332,56.6142255705739
"PALERMO","Huila",1272,2902,1389,796,459,213,19,115,19861,7165,"41524","OIZ",7165,2.97278436845778,63.9242737022305
"PALESTINA","Huila",309,2458,420,181,118,101,14,70,8081,3671,"41530","OIZ",3671,2.75129392536094,54.5724539042198
"PITAL","Huila",568,1564,1070,217,150,89,12,54,8872,3724,"41548","OIZ",3724,2.38990332975295,58.0252479711452
"PITALITO","Huila",5665,19724,4214,2225,1771,784,102,570,81905,35055,"41551","OIZ",35055,2.23648552274996,57.2004151150723
"RIVERA","Huila",1123,1860,883,1035,367,245,19,221,15448,5753,"41615","OIZ",5753,4.25864766208934,62.7589331952356
"SALADOBLANCO","Huila",235,3513,214,153,76,58,28,29,8039,4306,"41660","OIZ",4306,1.34695773339526,46.436123896007
"SAN AGUSTIN","Huila",1927,5173,1055,923,310,427,274,149,22119,10238,"41668","OIZ",10238,4.17073647196718,53.71400153714
"SANTA MARIA","Huila",228,2599,432,189,126,61,108,42,7516,3785,"41676","OIZ",3785,1.6116248348745,49.6407663650878
"SUAZA","Huila",538,2930,501,308,136,90,16,72,10859,4591,"41770","OIZ",4591,1.9603572206491,57.7217054977438
"TARQUI","Huila",504,2374,1027,257,231,244,22,76,10994,4735,"41791","OIZ",4735,5.15311510031679,56.931053301801
"TELLO","Huila",412,1603,256,656,149,119,24,91,10483,3310,"41799","OIZ",3310,3.59516616314199,68.4250691595917
"TERUEL","Huila",176,1505,322,173,114,91,5,33,6228,2419,"41801","OIZ",2419,3.76188507647788,61.1592806679512
"TESALIA (CARNICERIAS)","Huila",302,1680,674,165,126,107,10,94,7520,3158,"41797","OIZ",3158,3.38822039265358,58.0053191489362
"TIMANA","Huila",596,3987,1006,490,200,171,27,114,14480,6591,"41807","OIZ",6591,2.5944469731452,54.482044198895
"VILLAVIEJA","Huila",448,705,276,654,78,96,10,65,6423,2332,"41872","OIZ",2332,4.11663807890223,63.6929783590223
"YAGUARA","Huila",597,880,601,262,224,158,8,87,6551,2817,"41885","OIZ",2817,5.60880369187078,56.9989314608457
"ALBANIA","Guajira",803,1134,557,1334,401,166,25,98,15674,4518,"44035","JMS",4518,3.67419212040726,71.1751945897665
"BARRANCAS","Guajira",707,1705,482,3351,444,202,18,93,23135,7002,"44078","JMS",7002,2.88489003141959,69.7341690079965
"DIBULLA","Guajira",424,1033,309,3733,176,82,15,51,20295,5823,"44090","JMS",5823,1.40820882706509,71.3082039911308
"DISTRACCION","Guajira",281,698,194,1270,73,79,6,46,7739,2647,"44098","JMS",2647,2.98451076690593,65.7966145496834
"EL MOLINO","Guajira",97,471,108,1990,56,50,2,23,6331,2797,"44110","JMS",2797,1.78762960314623,55.8205654714895
"FONSECA","Guajira",1182,1476,513,5113,324,257,16,127,23839,9008,"44279","JMS",9008,2.85301953818828,62.2131800830572
"HATONUEVO","Guajira",452,696,382,2472,487,115,17,50,12872,4671,"44378","JMS",4671,2.46199957182616,63.7119328775637
"LA JAGUA DEL PILAR","Guajira",72,317,40,1002,26,22,0,22,3655,1501,"44420","JMS",1501,1.46568954030646,58.9329685362517
"MAICAO","Guajira",2891,5080,2365,8470,888,719,55,295,109613,20763,"44430","JMS",20763,3.46289071906757,81.0579037158001
"MANAURE","Guajira",425,1087,504,2278,226,85,35,83,50470,4723,"44560","JMS",4723,1.79970357823417,90.6419655240737
"RIOHACHA","Guajira",3724,6231,2535,15213,1771,1295,490,452,100254,31711,"44001","JMS",31711,4.08375642521522,68.369341871646
"SAN JUAN DEL CESAR","Guajira",767,4592,679,2946,530,360,89,168,29492,10131,"44650","OIZ",10131,3.55344980752147,65.6483114064831
"URIBIA","Guajira",474,1581,605,3370,600,136,58,197,87532,7021,"44847","JMS",7021,1.93704600484262,91.9789334186355
"URUMITA","Guajira",281,698,253,1452,196,90,2,31,7696,3003,"44855","JMS",3003,2.997002997003,60.9797297297297
"VILLANUEVA","Guajira",471,1701,291,3269,201,150,8,72,16974,6163,"44874","JMS",6163,2.43387960408892,63.69152821963
"ALGARROBO","Magdalena",132,702,213,2169,37,59,10,49,8874,3371,"47030","JMS",3371,1.75022248590923,62.0126211404102
"ARACATACA","Magdalena",691,1768,457,3344,195,231,22,76,26809,6784,"47053","JMS",6784,3.40507075471698,74.6950650900817
"ARIGUANI (EL DIFICIL)","Magdalena",229,1901,317,3458,132,183,31,57,20834,6308,"47058","JMS",6308,2.90107799619531,69.7225688777959
"CERRO DE SAN ANTONIO","Magdalena",50,288,28,2455,17,21,12,11,7978,2882,"47161","JMS",2882,0.728660652324775,63.8756580596641
"CHIVOLO","Magdalena",129,1336,70,1749,32,36,8,30,12327,3390,"47170","JMS",3390,1.06194690265487,72.4993915794597
"CIENAGA","Magdalena",3238,5969,1852,7614,659,749,46,328,76163,20455,"47189","JMS",20455,3.66169640674652,73.143127240261
"CONCORDIA","Magdalena",53,414,75,3050,28,18,16,17,10252,3671,"47205","JMS",3671,0.490329610460365,64.192352711666
"EL BANCO","Magdalena",896,4646,720,7033,358,247,32,173,44049,14105,"47245","JMS",14105,1.75115207373272,67.978841744421
"EL PIÑON","Magdalena",97,839,132,3615,23,75,12,31,12509,4824,"47258","JMS",4824,1.5547263681592,61.4357662483012
"EL RETEN","Magdalena",158,542,108,2744,38,53,6,34,11818,3683,"47268","JMS",3683,1.43904425739886,68.8356743949907
"FUNDACION","Magdalena",662,5813,701,4990,413,582,29,171,47620,13361,"47288","OIZ",13361,4.35596138013622,71.942461150777
"GUAMAL","Magdalena",329,1038,544,3101,170,67,9,49,21463,5307,"47318","JMS",5307,1.26248351234219,75.2737268788147
"NUEVA GRANADA","Magdalena",77,2211,117,2365,54,71,19,57,13707,4971,"47460","JMS",4971,1.42828404747536,63.7338586123878
"PEDRAZA","Magdalena",71,1014,37,1615,23,14,4,25,8690,2803,"47541","JMS",2803,0.499464859079558,67.7445339470656
"PIJIÑO DEL CARMEN","Magdalena",231,1039,111,1220,40,41,9,15,7592,2706,"47545","JMS",2706,1.51515151515152,64.3572181243414
"PIVIJAY","Magdalena",304,936,207,6716,107,186,21,99,27784,8576,"47551","JMS",8576,2.16884328358209,69.1333141376332
"PLATO","Magdalena",646,3588,521,7301,151,276,26,167,36776,12676,"47555","JMS",12676,2.17734301041338,65.531868609963
"PUEBLOVIEJO","Magdalena",359,1199,385,3192,67,87,18,62,20024,5369,"47570","JMS",5369,1.62041348482026,73.1871753895326
"REMOLINO","Magdalena",48,290,29,2361,10,23,13,20,7011,2794,"47605","JMS",2794,0.82319255547602,60.1483383254885
"SABANAS DE SAN ANGEL","Magdalena",34,1218,121,2549,34,38,13,37,9933,4044,"47660","JMS",4044,0.939663699307616,59.2872244035035
"SALAMINA","Magdalena",40,663,82,1432,23,49,15,24,7246,2328,"47675","JMS",2328,2.10481099656357,67.8719293403257
"SAN SEBASTIAN DE BUENAVISTA","Magdalena",575,1112,154,3223,74,50,12,36,14956,5236,"47692","JMS",5236,0.954927425515661,64.9906392083445
"SAN ZENON","Magdalena",153,393,81,2772,27,26,8,26,7616,3486,"47703","JMS",3486,0.745840504876649,54.2279411764706
"SANTA ANA","Magdalena",192,2086,179,2264,99,90,18,39,14471,4967,"47707","JMS",4967,1.81195892893094,65.6761799460991
"SANTA BARBARA DE PINTO","Magdalena",40,657,68,2393,31,35,11,25,7668,3260,"47720","JMS",3260,1.07361963190184,57.4856546687533
"SANTA MARTA","Magdalena",14903,23687,10829,36839,5746,4357,238,1618,297561,98217,"47001","JMS",98217,4.43609558426749,66.9926502465041
"SITIONUEVO","Magdalena",177,664,199,3290,50,70,20,47,17715,4517,"47745","JMS",4517,1.54970112906797,74.5018346034434
"TENERIFE","Magdalena",148,518,89,2640,39,38,8,27,9616,3507,"47798","JMS",3507,1.08354719133162,63.529534109817
"ZAPAYAN","Magdalena",35,1021,51,1515,30,12,3,52,7518,2719,"47960","JMS",2719,0.441338727473336,63.8334663474328
"ZONA BANANERA (SEVILLA)","Magdalena",1141,2470,774,5285,230,262,34,190,40922,10386,"47980","JMS",10386,2.52262661274793,74.620008797224
"ACACIAS","Meta",3229,13872,6524,3320,1621,1393,100,1543,51288,31602,"50006","OIZ",31602,4.40794886399595,38.383247543285
"BARRANCA DE UPIA","Meta",145,871,246,432,69,70,10,54,4104,1897,"50110","OIZ",1897,3.690036900369,53.7768031189084
"CABUYARO","Meta",73,1054,128,448,34,66,9,28,4409,1840,"50124","OIZ",1840,3.58695652173913,58.2671807666137
"CASTILLA LA NUEVA","Meta",470,2704,1617,845,313,291,10,339,9488,6589,"50150","OIZ",6589,4.41645166186068,30.5543844856661
"CUBARRAL","Meta",94,1438,515,292,58,60,6,40,4854,2503,"50223","OIZ",2503,2.39712345185777,48.4342810053564
"CUMARAL","Meta",806,3480,1591,1005,319,300,19,166,14598,7686,"50226","OIZ",7686,3.9032006245121,47.3489519112207
"EL CALVARIO","Meta",30,544,63,117,17,14,5,4,1638,794,"50245","OIZ",794,1.7632241813602,51.5262515262515
"EL CASTILLO","Meta",298,683,193,610,38,57,11,42,5199,1932,"50251","OIZ",1932,2.95031055900621,62.8390075014426
"EL DORADO","Meta",47,853,279,251,27,36,7,22,2754,1522,"50270","OIZ",1522,2.36530880420499,44.7349310094408
"FUENTE DE ORO","Meta",339,2045,359,1074,114,174,14,122,9093,4241,"50287","OIZ",4241,4.10280594199481,53.3597272627296
"GRANADA","Meta",2068,10012,1761,4652,971,952,79,592,44337,21087,"50313","OIZ",21087,4.51462986674254,52.4392719399147
"GUAMAL","Meta",388,3306,1065,688,201,226,12,96,9768,5982,"50318","OIZ",5982,3.77800066867268,38.7592137592138
"LA MACARENA","Meta",321,632,335,895,47,136,18,36,7314,2420,"50350","JMS",2420,5.6198347107438,66.9127700300793
"LEJANIAS","Meta",233,1797,216,945,59,123,16,94,7592,3483,"50400","OIZ",3483,3.53143841515935,54.122760800843
"MAPIRIPAN","Meta",63,639,115,497,30,59,90,43,5681,1536,"50325","OIZ",1536,3.84114583333333,72.9625066009505
"MESETAS","Meta",297,1059,217,792,67,109,26,64,7259,2631,"50330","OIZ",2631,4.14291144051691,63.7553382008541
"PUERTO CONCORDIA","Meta",91,790,97,742,43,67,10,42,5584,1882,"50450","OIZ",1882,3.56004250797024,66.2965616045845
"PUERTO GAITAN","Meta",645,2695,827,1357,342,387,38,305,18493,6596,"50568","OIZ",6596,5.86719223771983,64.3324501162602
"PUERTO LLERAS","Meta",134,1418,202,702,74,103,16,53,6119,2702,"50577","OIZ",2702,3.8119911176906,55.8424579179605
"PUERTO LOPEZ","Meta",849,5132,1114,1594,405,285,39,220,21536,9638,"50573","OIZ",9638,2.95704503008923,55.2470282317979
"PUERTO RICO","Meta",272,1621,236,795,61,121,30,78,7930,3214,"50590","OIZ",3214,3.7647790914748,59.4703656998739
"RESTREPO","Meta",612,2954,1489,819,406,264,9,123,14568,6676,"50606","OIZ",6676,3.95446375074895,54.1735310269083
"SAN CARLOS DE GUAROA","Meta",252,2002,414,689,124,138,15,92,7191,3726,"50680","OIZ",3726,3.7037037037037,48.1852315394243
"SAN JUAN DE ARAMA","Meta",138,1164,137,788,48,97,17,56,5654,2445,"50683","OIZ",2445,3.96728016359918,56.7562787407145
"SAN JUANITO","Meta",25,405,59,79,9,41,1,7,1234,626,"50686","OIZ",626,6.54952076677316,49.2706645056726
"SAN MARTIN DE LOS LLANOS","Meta",803,3956,1502,1547,380,443,37,300,17012,8968,"50689","OIZ",8968,4.93978590544157,47.2842699271103
"URIBE","Meta",591,119,44,601,26,39,8,45,4222,1473,"50370","JMS",1473,2.64765784114053,65.1113216485078
"VILLAVICENCIO","Meta",24192,56926,29053,20280,11520,6653,228,3327,307107,152179,"50001","OIZ",152179,4.37182528469763,50.4475638783877
"VISTA HERMOSA","Meta",310,2495,430,1425,101,315,34,155,10932,5265,"50711","OIZ",5265,5.98290598290598,51.8386388583974
"ALBAN (SAN JOSE)","Nariño",216,2358,136,338,90,77,20,43,6160,3278,"52019","OIZ",3278,2.3489932885906,46.7857142857143
"ALDANA","Nariño",500,431,405,789,151,83,24,51,5477,2434,"52022","JMS",2434,3.41002465078061,55.5596129267847
"ANCUYA","Nariño",351,363,235,1249,70,87,41,25,7258,2421,"52036","JMS",2421,3.59355638166047,66.6437034995867
"ARBOLEDA (BERRUECOS)","Nariño",177,1316,156,384,62,89,101,37,5398,2322,"52051","OIZ",2322,3.83290267011197,56.9840681733976
"BARBACOAS","Nariño",292,867,214,1913,68,192,26,76,20336,3648,"52079","JMS",3648,5.26315789473684,82.0613690007868
"BELEN","Nariño",264,576,274,816,98,131,11,11,5071,2181,"52083","JMS",2181,6.00641907381935,56.9907316111221
"BUESACO","Nariño",519,2621,679,1850,180,195,48,102,16112,6194,"52110","OIZ",6194,3.14820794317081,61.5566037735849
"CHACHAGUI","Nariño",496,786,505,1719,161,126,11,65,9102,3869,"52240","JMS",3869,3.25665546652882,57.4928587123709
"COLON (GENOVA)","Nariño",427,710,184,535,100,116,18,47,6404,2137,"52203","OIZ",2137,5.42817033224146,66.630231105559
"CONSACA","Nariño",335,919,330,1564,99,157,21,42,8352,3467,"52207","JMS",3467,4.52841072973753,58.4889846743295
"CONTADERO","Nariño",917,528,201,284,102,58,12,21,5384,2123,"52210","CL",2123,2.73198304286387,60.5683506686478
"CORDOBA","Nariño",1228,371,595,778,189,130,26,64,9592,3381,"52215","CL",3381,3.84501626737652,64.7518765638032
"CUASPUD (CARLOSAMA)","Nariño",386,538,470,799,196,167,30,55,6789,2641,"52224","JMS",2641,6.32336236274139,61.0988363529238
"CUMBAL","Nariño",953,1404,999,3862,577,273,44,113,22230,8225,"52227","JMS",8225,3.31914893617021,63.0004498425551
"CUMBITARA","Nariño",170,65,130,1573,48,75,9,27,5839,2097,"52233","JMS",2097,3.57653791130186,64.0863161500257
"EL CHARCO","Nariño",175,184,134,2580,51,59,17,84,14377,3284,"52250","JMS",3284,1.79658952496955,77.1579606315643
"EL PEÑOL","Nariño",180,198,117,1751,59,62,6,28,5141,2401,"52254","JMS",2401,2.58225739275302,53.2970239253064
"EL ROSARIO","Nariño",123,134,82,1751,24,33,2,14,6489,2163,"52256","JMS",2163,1.52565880721221,66.6666666666667
"EL TABLON","Nariño",266,1924,287,1732,120,144,19,42,10315,4534,"52258","OIZ",4534,3.17600352889281,56.0445952496365
"EL TAMBO","Nariño",623,802,500,2402,204,158,29,110,10875,4828,"52260","JMS",4828,3.27257663628832,55.6045977011494
"FRANCISCO PIZARRO (SALAHONDA)","Nariño",50,112,28,1541,17,31,16,26,5950,1821,"52520","JMS",1821,1.70236133992312,69.3949579831933
"FUNES","Nariño",136,415,210,1708,73,78,9,31,5282,2660,"52287","JMS",2660,2.93233082706767,49.6402877697842
"GUACHUCAL","Nariño",499,756,516,2451,247,229,39,91,13509,4828,"52317","JMS",4828,4.74316487158244,64.2608631282849
"GUAITARILLA","Nariño",369,458,415,1560,136,137,43,64,10442,3182,"52320","JMS",3182,4.30546825895663,69.5269105535338
"GUALMATAN","Nariño",903,363,406,226,153,219,12,47,4840,2329,"52323","CL",2329,9.40317732932589,51.8801652892562
"ILES","Nariño",366,438,302,713,255,71,24,54,6646,2223,"52352","JMS",2223,3.19388214125056,66.5513090580801
"IMUES","Nariño",228,571,409,843,132,96,22,40,6155,2341,"52354","JMS",2341,4.10081161896625,61.965881397238
"IPIALES","Nariño",6211,5084,4854,5049,4466,1378,145,763,86661,27950,"52356","CL",27950,4.93023255813953,67.7478912082713
"LA CRUZ","Nariño",671,2230,372,1923,153,234,25,69,12866,5677,"52378","OIZ",5677,4.12189536727145,55.8759521218716
"LA FLORIDA","Nariño",536,592,173,1553,66,75,19,37,8851,3051,"52381","JMS",3051,2.45821042281219,65.5293187210485
"LA LLANADA","Nariño",113,157,69,940,25,84,2,18,3114,1408,"52385","JMS",1408,5.96590909090909,54.7848426461143
"LA TOLA","Nariño",188,44,36,914,17,13,4,23,4781,1239,"52390","JMS",1239,1.04923325262308,74.0849194729136
"LA UNION","Nariño",1071,3563,609,1307,289,344,33,119,20526,7335,"52399","OIZ",7335,4.68984321745058,64.264834843613
"LEIVA","Nariño",204,146,85,1768,38,47,9,15,6978,2312,"52405","JMS",2312,2.03287197231834,66.8672972198338
"LINARES","Nariño",278,252,127,3093,54,116,16,35,8335,3971,"52411","JMS",3971,2.92117854444724,52.3575284943011
"LOS ANDES (SOTOMAYOR)","Nariño",368,248,307,1897,91,122,14,37,6755,3084,"52418","JMS",3084,3.95590142671855,54.3449296817172
"MAGUI (PAYAN)","Nariño",143,122,48,1212,14,52,9,20,6033,1620,"52427","JMS",1620,3.20987654320988,73.1476877175535
"MALLAMA (PIEDRANCHA)","Nariño",322,160,144,1053,67,62,9,18,5734,1835,"52435","JMS",1835,3.37874659400545,67.9979072200907
"MOSQUERA","Nariño",723,88,63,1127,15,34,10,35,5550,2095,"52473","JMS",2095,1.62291169451074,62.2522522522523
"NARIÑO","Nariño",185,284,149,1218,55,56,5,32,4024,1984,"52480","JMS",1984,2.82258064516129,50.6958250497018
"OLAYA HERRERA","Nariño",221,281,138,3196,42,65,34,86,12534,4063,"52490","JMS",4063,1.59980310115678,67.5841710547311
"OSPINA","Nariño",156,486,204,1002,83,112,23,33,5472,2099,"52506","JMS",2099,5.33587422582182,61.641081871345
"PASTO","Nariño",29453,19084,15027,42389,8863,5664,271,2644,266450,123395,"52001","JMS",123395,4.59013736375056,53.6892475136048
"POLICARPA","Nariño",201,118,61,3156,56,88,17,31,9176,3728,"52540","JMS",3728,2.36051502145923,59.3722755013078
"POTOSI","Nariño",962,627,575,702,231,100,13,44,9206,3254,"52560","CL",3254,3.07314074984634,64.653486856398
"PROVIDENCIA","Nariño",117,58,127,1254,37,56,13,24,4069,1686,"52565","JMS",1686,3.3214709371293,58.5647579257803
"PUERRES","Nariño",609,541,505,1065,140,210,17,61,7341,3148,"52573","JMS",3148,6.67090216010165,57.1175589156791
"PUPIALES","Nariño",1778,932,1231,685,533,252,40,184,13807,5635,"52585","CL",5635,4.47204968944099,59.1873687260085
"RICAURTE","Nariño",357,350,166,784,75,79,13,51,12081,1875,"52612","JMS",1875,4.21333333333333,84.4797616091383
"ROBERTO PAYAN (SAN JOSE)","Nariño",55,104,36,1542,20,19,8,14,8074,1798,"52621","JMS",1798,1.0567296996663,77.7309883576914
"SAMANIEGO","Nariño",780,396,200,6227,143,188,22,95,21532,8051,"52678","JMS",8051,2.3351136504782,62.6091398848226
"SAN BERNARDO","Nariño",213,1633,132,730,110,111,21,30,5775,2980,"52685","OIZ",2980,3.7248322147651,48.3982683982684
"SAN LORENZO","Nariño",577,1162,366,1654,156,178,39,111,12227,4243,"52687","JMS",4243,4.19514494461466,65.2981107385295
"SAN PABLO","Nariño",519,660,230,1819,94,137,23,77,11013,3559,"52693","JMS",3559,3.84939589772408,67.6836465994733
"SAN PEDRO DE CARTAGO","Nariño",160,1158,98,347,82,47,12,21,4949,1925,"52694","OIZ",1925,2.44155844155844,61.1032531824611
"SANDONA","Nariño",694,918,414,4777,185,192,33,80,15441,7293,"52683","JMS",7293,2.63266145619087,52.7686030697494
"SANTA BARBARA (ISCUANDE)","Nariño",586,113,22,740,20,13,4,25,6940,1523,"52696","JMS",1523,0.853578463558766,78.0547550432277
"SANTACRUZ (GUACHAVES)","Nariño",162,121,59,1234,60,52,8,14,6393,1710,"52699","JMS",1710,3.04093567251462,73.2519943688409
"SAPUYES","Nariño",248,380,214,691,162,57,17,41,5341,1810,"52720","JMS",1810,3.14917127071823,66.1112151282531
